NC0215F00038,Local Infrastructure Program - Rehabilitation of Drainage System along F. Manalo Outfall via M. Marcos St.  City of San Juan  Metro Manila CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,16,5/22/2015,11/16/2015,,25,NULL,NULL
NC0215F00044,Construction of Flood Control Structures  Brgy. Tunasan  Muntinlupa City Lone District CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",PETER G. CHUA BUILDERS,"Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,4,2/26/2015,6/10/2015,6/10/2015,100,NULL,NULL
NC0215F00067,Construction/Rehabilitation of slope protection along Pasong Diablo Tributary  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",AKN CONSTRUCTION CORPORATION,"Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,17,4/22/2015,10/20/2015,,45,NULL,NULL
NC0215F00070,Local Infrastructure Program - Construction of Covered Line Canal Along PNR Site from Poblacion River going to Bruger Street  Barangay Putatan  Muntinlupa City Lone District   CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",MRJR CONSTRUCTION & TRADING,"Las Pi?as-Muntinlupa District Engineering Office,NCR",RLIP,4,5/20/2015,8/27/2015,8/27/2015,100,NULL,NULL
NC0215F00073,Construction/Rehabilitation of slope protection along Buli Creek  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,17,3/5/2015,8/16/2015,8/16/2015,100,NULL,NULL
NC0215F00076,Construction/Rehabilitation of drainage system along Daang Maharlika from Famous Lumber to Soldiers Hills  Putatan  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",LMG CONSTRUCTION,"Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,17,3/25/2015,11/16/2015,,65,NULL,NULL
NC0215F00081,Local Infrastructure Program - Construction of Riprapping Wall and Desilting of Don Paliko Creek  Barangay Buli  Muntinlupa City Lone District   CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",MRJR CONSTRUCTION & TRADING,"Las Pi?as-Muntinlupa District Engineering Office,NCR",RLIP,2,5/27/2015,7/25/2015,7/25/2015,100,NULL,NULL
NC0215F00082,Drainage Improvement along Zapote-Alabang Road  Talon Bridge towards SM South Mall  Las Pi?as City CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",MA-AN CONSTRUCTION CORP.,"Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,8,8/27/2015,12/24/2015,,50,NULL,NULL
NC0215F00083,Construction/Rehabilitation of Flood Control Structures/ Riverwall along Tullahan River in Pinalagad  Valenzuela City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",ST. GERRARD CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,39,9/21/2015,5/17/2016,,25,NULL,NULL
NC0215F00090,Construction of Slope Protection at Balihatar Creek  Las Pi?as City CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,17,4/1/2015,9/7/2015,9/7/2015,100,NULL,NULL
NC0215F00091,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation/Improvement of Roads/Drainage in Brgy. 84  Caloocan City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",AYANA CONSTRUCTION AND TRADING,"Metro Manila 3rd District Engineering Office,NCR",VILP,2,5/25/2015,9/21/2015,7/25/2015,100,NULL,NULL
NC0215F00098,Local Infrastructure Program-Rehabilitation/Improvement of Drainage System  Brgy. Corazon De Jesus and Vicinity  San Juan City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",C.S. GARCIA CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,8,8/7/2015,1/8/2016,,35,NULL,NULL
NC0215F00112,Local Infrastructure Program - Completion of Flood Control  Sto. Nino Creek  Barangay Tunasan from Junction of Magdaong River going to National Road  Muntinlupa City Lone District   CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",KPGONZALES CONSTRUCTION SUPPLY AND TRADING,"Las Pi?as-Muntinlupa District Engineering Office,NCR",RLIP,4,9/3/2015,12/1/2015,,5,NULL,NULL
NC0215F00125,Rehabilitation of Marikina River Drainage Outfalls including Laterals  Marikina City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"Metro Manila 1st District Engineering Office,NCR",FMSD,36,9/30/2015,6/25/2016,,5,NULL,NULL
NC0215F00139,Slope Protection and Bank Improvement along Makati-Pateros River  Brgy. Pembo  Makati City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",AKN CONSTRUCTION CORPORATION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,20,3/4/2015,7/29/2015,,75,NULL,NULL
NC0215F00141,Improvement/Upgrading of Drainage System from C-5-Blue Boz St. - Blueberry St.   Makati-Pateros River and its tributaries  District II  Brgy. Rizal  Makati City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",RAIN CONSTRUCTION CORPORATION (FORMERLY RAIN CONST,"Metro Manila 2nd District Engineering Office,NCR",FMSD,4,6/5/2015,9/3/2015,,30,NULL,NULL
NC0215F00147,Local Infrastructure Program -Desilting of Las Pi?as and Zapote Rivers including Tributaries  Las Pi?as City Lone District CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR","ARMANDO U. KHONG HUN GEN. CONTR., INC.","Las Pi?as-Muntinlupa District Engineering Office,NCR",RLIP,6,6/30/2015,9/27/2015,9/27/2015,100,NULL,NULL
NC0215F00151,Construction/Rehabilitation of Flood Control Structures/ Earthdike along the Left & Right Bank of Polo River  Valenzuela City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,44,6/8/2015,2/2/2016,,65,NULL,NULL
NC0215F00155,Construction of Slope Protection & Desilting  Sta. Ana River  Brgy. Sta. Ana  Taguig City  Taguig City-Pateros 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",NORTHERN BUILDERS,"Metro Manila 1st District Engineering Office,NCR",FMSD,17,2/18/2015,8/18/2015,5/25/2015,100,NULL,NULL
NC0215F00157,Completion of Slope Protection & Desilting  Ususan Creek  Brgy. Ususan  Taguig City  Taguig City-Pateros 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",FRANZCOR TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,7,3/3/2015,7/1/2015,5/25/2015,100,NULL,NULL
NC0215F00159,Completion of Slope Protection & Desilting  Sapang Malaki  Brgy. Ususan  Taguig City  Taguig City-Pateros 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",STEVEN CONSTRUCTION & SUPPLY,"Metro Manila 1st District Engineering Office,NCR",FMSD,17,3/2/2015,9/1/2015,5/25/2015,100,NULL,NULL
NC0215F00161,Construction of Slope Protection & Desilting of Creek along C-6  Brgy. Ibayo-Tipas  Taguig City  Taguig City-Pateros 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DAHL CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,17,3/2/2015,8/1/2015,5/25/2015,100,NULL,NULL
NC0215F00167,Construction of Box Culvert along C-5 Service Road  Brgy. Western Bicutan  Taguig City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,17,6/1/2015,11/28/2015,,90,NULL,NULL
NC0215F00169,Improvement of drainage system along C-5 Service Road  Brgy. Pinagsama  Taguig City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,44,8/13/2015,6/5/2016,,15,NULL,NULL
NC0215F00171,Local Infrastructure Program -Construction of Slope Protection  Roads and Other Improvements along Zapote River  Las Pinas  Lone District CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR","TOKWING CONSTRUCTION, CORP.(FOR;  TOKWING CONSTRUC","Las Pi?as-Muntinlupa District Engineering Office,NCR",RLIP,61,8/27/2015,4/22/2016,,20,NULL,NULL
NC0215F00178,Construction/Rehabilitation of Flood Control Structures/River Wall along Maligaya Creek  Phase I  Caloocan City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,40,6/8/2015,2/2/2016,,42,NULL,NULL
NC0215F00186,Local Infrastructure Program-Rehabilitation/Improvement of Drainage System    Brgy. Tibagan and Vicinity  San Juan City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",STRUKTURA TEKNIKA SERVICES CO.,"Metro Manila 1st District Engineering Office,NCR",RLIP,8,3/25/2015,9/19/2015,,80,NULL,NULL
NC0215F00220,Proposed Bank Improvement/Sheet Piling of Para?aque River Mouth (South Side) Sta. 0+000 - Sta.0+081.50 Brgy. La Huerta  Para?aque City REHABILITATION,"Para?aque City II,Metro Manila 2nd District Engineering Office,NCR",AKN CONSTRUCTION CORPORATION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,17,9/23/2015,1/15/2016,,20,NULL,NULL
NC0215F00230,Improvement/Desilting of Sto Ni?o Creek  Sta. 0+000-Sta.1+200 DREDGING/DESILTING,"Para?aque City II,Metro Manila 2nd District Engineering Office,NCR",AKN CONSTRUCTION CORPORATION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,18,8/21/2015,2/16/2016,,25,NULL,NULL
NC0215F00259,Construction of Drainage along Canaynay Road  San Dionisio  Para?aque City 1st LD CONSTRUCTION,"Para?aque City I,Metro Manila 2nd District Engineering Office,NCR",MPJR BUILDERS COMPANY,"Metro Manila 2nd District Engineering Office,NCR",FMSD,6,8/26/2015,1/22/2016,,26,NULL,NULL
NC0215F00272,Proposed Steel Sheet Pile at San Dionisio River-Para?aque River South Junction (West Side)  Para?aque City  Metro Manila CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",MSB VITUG CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,17,9/30/2015,1/28/2016,,5,NULL,NULL
NC0215F00279,Slope Protection / Bank Improvement of Villaneva Creek Tributary (Phase IV)  Kyoto  Brgy. B.F. Homes  Para?aque City  Metro Manila OTHERS,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",AKN CONSTRUCTION CORPORATION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,9,9/11/2015,1/30/2016,,26,NULL,NULL
NC0215F00287,Const. of Flood Control Wall along Tullahan River  Sta. 1+178 - Sta. 1+383  Brgy. Ugong   Valenzuela City CONSTRUCTION,"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",M.G. SALAZAR CONSTRUCTION CORP. (FOR. M.G. SALAZAR,"Metro Manila 3rd District Engineering Office,NCR",FMSD,17,9/21/2015,2/17/2016,,25,NULL,NULL
NC0215H00003,Local Infrastructure Program - Repair/Rehab of Road Network  Brgy. Marikina Heights   Marikina City GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",TUCHAR CONSTRUCTION CORP. (FORMERLY:TUCHAR CONSTRU,"Metro Manila 1st District Engineering Office,NCR",RLIP,3,3/6/2015,5/5/2015,3/25/2015,100,NULL,NULL
NC0215H00006,Local Infrastructure Program - Repair/Rehabilitation of Road Network at Barangay Parang (PDP HOA)  Marikina City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",KRBS CONSTRUCTION AND TRADING,"Metro Manila 1st District Engineering Office,NCR",RLIP,4,3/16/2015,7/13/2015,7/13/2015,100,NULL,NULL
NC0215H00008,Local Infrastructure Program - Repair/Rehab of Road Network  along Nangka Centro and Vicinity  Brgy. Nangka  Marikina City GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",LTDL BUILDERS,"Metro Manila 1st District Engineering Office,NCR",RLIP,4,3/16/2015,5/15/2015,5/12/2015,100,NULL,NULL
NC0215H00041,Local Infrastructure Program-Concreting of Road   La Huerta I  Brgy. Marulas  Valenzuela City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",E.L. TORRES CONSTRUCTION AND TRADING,"Metro Manila 3rd District Engineering Office,NCR",RLIP,916,3/23/2015,5/6/2015,4/25/2015,100,NULL,NULL
NC0215H00045,Local Infrastructure Program - Rehabilitation of Dona Soledas Extension  Barangay Don Bosco  Paranaque City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",JURASSIC CONSTRUCTION & SUPPLIES,"Metro Manila 2nd District Engineering Office,NCR",RLIP,6,3/19/2015,7/9/2015,6/23/2015,100,NULL,NULL
NC0215H00051,Local Infrastructure Program - Rehabilitation of Road  Maya-maya St.  Barangay North Bay Blvd. South  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",FRAMECON BUILDERS,"Malabon-Navotas District Engineering Office,NCR",RLIP,3,3/6/2015,6/3/2015,6/3/2015,100,NULL,NULL
NC0215H00064,M. Naval St  -  K0011+000 - K0013+000 CONCRETE REBLOCKING RIGHT LANE,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",KATHA BUILDERS,"Malabon-Navotas District Engineering Office,NCR",SBSR,2,8/3/2015,9/8/2015,,15,NULL,NULL
NC0215H00067,Construction of Taguig Diversion Road to Pateros By-Pass Road  Brgy. Sta. Ana & Brgy. San Roque  Pateros  M.M.   Taguig City-Pateros 1st LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DAHL CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",CBPR,10,5/8/2015,11/4/2015,,98,NULL,NULL
NC0215H00070,Gov A Pascual St  -  K0012+(-570) - K0012+(-410)  K0012+(-310) - K0012+585 CONCRETE REBLOCKING RIGHT LANE,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",KATHA BUILDERS,"Malabon-Navotas District Engineering Office,NCR",SBSR,2,5/5/2015,6/10/2015,6/10/2015,100,NULL,NULL
NC0215H00072,MacArthur H-way -  K0011+-297 - K0011+003 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",E.L. TORRES CONSTRUCTION AND TRADING,"Metro Manila 3rd District Engineering Office,NCR",UPAR,15,3/17/2015,9/12/2015,9/12/2015,100,NULL,NULL
NC0215H00075,C Arellano St  -  K0012+-698 - K 0011+247 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,Malabon-Navotas District Engineering Office,NCR",C.B. TAMPENGCO CONSTRUCTION & SUPPLY,"Malabon-Navotas District Engineering Office,NCR",UPSR,8,5/5/2015,10/2/2015,10/2/2015,100,NULL,NULL
NC0215H00076,C-4 Road  -  K0013+(-092) - K0013+000  K0013+090 - K0013+108 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,Malabon-Navotas District Engineering Office,NCR",STRUKTURA TEKNIKA SERVICES CO.,"Malabon-Navotas District Engineering Office,NCR",UPSR,4,5/4/2015,7/3/2015,7/3/2015,100,NULL,NULL
NC0215H00077,Gov A Pascual St  -  K0012+(-410) - K0012+(-310) PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,Malabon-Navotas District Engineering Office,NCR",KATHA BUILDERS,"Malabon-Navotas District Engineering Office,NCR",UPSR,3,4/5/2015,7/3/2015,7/3/2015,100,NULL,NULL
NC0215H00081,Canumay-Bignay Road  -  Chainage 2034 - Chainage 2937 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",LARSEN-DUTCHER CONSTRACTOR,"Metro Manila 3rd District Engineering Office,NCR",UPSR,7,3/19/2015,9/14/2015,9/12/2015,100,NULL,NULL
NC0215H00085,South Super H-way East Service Rd  -  K0013+120 - K0012+575  S03359LZ WIDENING - PAVED,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",WASR,18,6/9/2015,11/22/2015,,20,NULL,NULL
NC0215H00089,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation/Reconstruction/Upgrading of Pasolo-Rincon Road including Drainage  Valenzuela City 1st LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"Metro Manila 3rd District Engineering Office,NCR",VILP,17,3/20/2015,9/13/2015,9/13/2015,100,NULL,NULL
NC0215H00098,Local Infrastructure Program - Rehabilitation of Local Roads  Brgy. Tugatog  Malabon City GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",C.B. TAMPENGCO CONSTRUCTION & SUPPLY,"Malabon-Navotas District Engineering Office,NCR",RLIP,7,4/9/2015,8/7/2015,8/7/2015,100,NULL,NULL
NC0215H00099,Local Infrastructure Program - Repair/rehabilitation of Brgy Roads  Panghulo Road  Brgy. Panghulo  Malabon City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",IM CONSTRUCTION CORPORATION,"Malabon-Navotas District Engineering Office,NCR",RLIP,4,4/16/2015,7/14/2015,6/22/2015,100,NULL,NULL
NC0215H00103,Local Infrastructure Program - Construction/Repair/Rehabilitation of Road Network  Santan II HOA  Brgy. Fortune  Marikina City  2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. VALENCERINA TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,1,4/15/2015,7/14/2015,7/16/2015,100,NULL,NULL
NC0215H00115,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Improvement of Roads and Drainage along Julian Felipe Street (from A. Mabini St. to Gen. San Miguel)  Caloocan City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",C.B. TAMPENGCO CONSTRUCTION & SUPPLY,"Metro Manila 3rd District Engineering Office,NCR",VILP,14,3/18/2015,9/13/2015,,71,NULL,NULL
NC0215H00121,Bangkulasi Br. (B01748LZ) along North Bay Blvd  REPLACEMENT OF DAMAGED  BRIDGE,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",ORANI BUILDERS & SUPPLY,"Malabon-Navotas District Engineering Office,NCR",CNRW,32,10/9/2015,6/7/2016,,5,NULL,NULL
NC0215H00131,Local Infrastructure Program - Improvement/Concreting of Road Networks  Brgy. Katuparan  Taguig City  Metro Manila GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",QDC CONSTRUCTION AND SUPPLY,"Metro Manila 1st District Engineering Office,NCR",RLIP,2,4/15/2015,7/14/2015,7/13/2015,100,NULL,NULL
NC0215H00135,Local Infrastructure Program - Rehabilitation of Roads at Pilar  Las Pi?as City Lone District  GRAVEL TO PAVED,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",MRJR CONSTRUCTION & TRADING,"Las Pi?as-Muntinlupa District Engineering Office,NCR",RLIP,948,2/27/2015,4/4/2015,5/3/2015,100,NULL,NULL
NC0215H00136,Local Infrastructure Program - Rehabilitation of Local Road of Brgy. Ibaba  Malabon City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",AYANA CONSTRUCTION AND TRADING,"Malabon-Navotas District Engineering Office,NCR",RLIP,3,3/27/2015,8/24/2015,8/24/2015,100,NULL,NULL
NC0215H00147,Local Infrastructure Program -Concreting with drainage improvement  Angeles St.  Barangay Gen. T. De Leon  Valenzuela City 2nd LD    GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",ST. BERNARDINE CONSTRUCTION & ENTERPRISES (FOR. ST,"Metro Manila 3rd District Engineering Office,NCR",RLIP,8,4/13/2015,9/9/2015,9/8/2015,100,NULL,NULL
NC0215H00152,Local Infrastructure Program - Concreting with drainage improvement  Lorex Ave.  Brgy. Gen. T. De Leon  Valenzuela City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",E.L. TORRES CONSTRUCTION AND TRADING,"Metro Manila 3rd District Engineering Office,NCR",RLIP,3,9/21/2015,1/18/2016,,23,NULL,NULL
NC0215H00154,Local Infrastructure Program - Rehabilitation of Road and Drainage System along Baesa-Sta. Quiteria Road  Caloocan City 1st LD   GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",TM ABAD CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",RLIP,6,7/29/2015,11/25/2015,,88,NULL,NULL
NC0215H00159,Local Infrastructure Program - Improvement/Upgrading/Rehabilitation of Maya St. and its Vicinity  Brgy. Rizal  Makati City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",RAIN CONSTRUCTION CORPORATION (FORMERLY RAIN CONST,"Metro Manila 2nd District Engineering Office,NCR",RLIP,17,8/21/2015,1/17/2016,,5,NULL,NULL
NC0215H00160,Local Infrastructure Program - Rehabilitation of Multi-purpose Pavement  Phase 2  Area 4  Block 36  Brgy. NBBS  Navotas City GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",KATHA BUILDERS,"Malabon-Navotas District Engineering Office,NCR",RLIP,664,3/10/2015,4/15/2015,4/15/2015,100,NULL,NULL
NC0215H00163,Local Infrastructure Program - Rehabilitation of Road  Veradero St.  Brgy. Navotas East  Navotas City GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",KATHA BUILDERS,"Malabon-Navotas District Engineering Office,NCR",RLIP,2,3/10/2015,6/7/2015,5/29/2015,100,NULL,NULL
NC0215H00180,Repair/Rehabilitation/Improvement (Drainage Improvement) A Mabini St (both sides)  S02084LZ K0008+590 to K0008+920 with exceptions PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",LARSEN-DUTCHER CONSTRACTOR,"Metro Manila 3rd District Engineering Office,NCR",MVUC,9,8/20/2015,1/16/2016,,33,NULL,NULL
NC0215H00189,Local Infrastructure Program - Rehabilitation of Damaged Paved  F. Manalo Extension  San Juan City PAVED (ASPHALT) TO PAVED (ASPHALT),"San Juan,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,10,10/23/2015,12/22/2015,,35,NULL,NULL
NC0215S00003,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation of School Building at Nueva de Febrero Elementary School  Brgy. Addition Hills  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",KRBS CONSTRUCTION AND TRADING,"Metro Manila 1st District Engineering Office,NCR",VILP,1,4/15/2015,5/29/2015,5/29/2015,100,NULL,NULL
NC0215S00004,Local Infrastructure Program - Construction of Four (4) Storey Twenty Eight (28) Classroom School Building  San Juan Elementary School  San Juan City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",AYLAN CONSTRUCTION & TRADING,"Metro Manila 1st District Engineering Office,NCR",RLIP,46,9/16/2015,8/11/2016,,6,NULL,NULL
NC0215S00010,Local Infrastructure Program - Repair/Rehabilitation of School Building  Mandaluyong City Lone District  Dona Basilisa Yangco Elementary School  Brgy. Namayan CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. VALENCERINA TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,1,5/23/2015,7/4/2015,7/4/2015,100,NULL,NULL
NC0215S00018,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation of School Building at Mandaluyong High School  Brgy. Poblacion  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",VILP,3,4/8/2015,6/7/2015,5/20/2015,100,NULL,NULL
NC0215S00021,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation of School Building at Plainview Elementary School  Brgy. Plainview  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. VALENCERINA TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",VILP,4,3/19/2015,6/17/2015,6/17/2015,100,NULL,NULL
NC0215S00022,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation of School Building at Do?a Pilar Gonzaga Elementary School  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DELPAR CONSTRUCTION & SUPPLIES,"Metro Manila 1st District Engineering Office,NCR",VILP,1,5/22/2015,7/20/2015,7/18/2015,100,NULL,NULL
NC0215S00024,Local Infrastructure Program - Completion of 3-storey  18 classroom school building at Eulogio Rodriguez Integrated School (including site development) Barangay Hagdan Bato Itaas  Mandaluyong Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",RLIP,9,4/23/2015,9/17/2015,9/14/2015,100,NULL,NULL
NC0215S00028,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation of School Building at Pedro P. Cruz Elementary  Brgy. Barangka Drive  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DELPAR CONSTRUCTION & SUPPLIES,"Metro Manila 1st District Engineering Office,NCR",VILP,2,5/22/2015,7/22/2015,7/19/2015,100,NULL,NULL
NC0215S00035,Local Infrastructure Program - Construction of Four (4) Storey Eight (8) Classroom School Building at San Juan National High School  San Juan City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,10,9/1/2015,2/28/2016,,16,NULL,NULL
NC0215S00037,Local Infrastructure Program - Construction of 4-storey  36 classroom school building at Addition Hills Integrated School (including site development) Barangay Addition Hills  Mandaluyong Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",RLIP,4,4/27/2015,8/26/2017,5/29/2015,100,NULL,NULL
